date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:46	4303/4303	---M-Z	200	added ('OK')	text/html	etag:%2210cf-5c7b4f542c596-gzip%22	https://art-template.ru/vcard1/demo_new.html	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/demo_new.html	(from )
16:55:47	632/632	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Dec%202023%2013:55:46%20GMT	https://art-template.ru/robots.txt		(from )
16:55:47	632/632	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Dec%202023%2013:55:46%20GMT	https://art-template.ru/vcard1/assets/images/social.jpg	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/images/social.jpg	(from https://art-template.ru/vcard1/demo_new.html)
16:55:47	5441/5441	---M--	200	added ('OK')	image/png	etag:%221541-5c5be3b8577c1%22	https://art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-144x144.png	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-144x144.png	(from https://art-template.ru/vcard1/demo_new.html)
16:55:47	4875/4875	---M--	200	added ('OK')	image/png	etag:%22130b-5c5be3b848592%22	https://art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-114x114.png	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-114x114.png	(from https://art-template.ru/vcard1/demo_new.html)
16:55:48	2608/2608	---M--	200	added ('OK')	image/png	etag:%22a30-5c5be3b880416%22	https://art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-72x72.png	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-72x72.png	(from https://art-template.ru/vcard1/demo_new.html)
16:55:48	1995/1995	---M--	200	added ('OK')	image/png	etag:%227cb-5c5be3b86b428%22	https://art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-57x57.png	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/images/favicons/apple-touch-icon-57x57.png	(from https://art-template.ru/vcard1/demo_new.html)
16:55:48	507/507	---M--	200	added ('OK')	image/png	etag:%221fb-5c5be3b88e2bd%22	https://art-template.ru/vcard1/assets/images/favicons/favicon.png	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/images/favicons/favicon.png	(from https://art-template.ru/vcard1/demo_new.html)
16:55:48	52792/52792	---M-Z	200	added ('OK')	text/css	etag:%22ce38-5c5be3b515065-gzip%22	https://art-template.ru/vcard1/assets/styles/style.css	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/styles/style.css	(from https://art-template.ru/vcard1/demo_new.html)
16:55:49	11369/11369	---M-Z	200	added ('OK')	text/css	etag:%222c69-5c7b50b354a91-gzip%22	https://art-template.ru/vcard1/assets/demo/style-demo.css	C:/Users/Muhammed%20Berkay%20AKAR/Desktop/deneme/art-template.ru/vcard1/assets/demo/style-demo.css	(from https://art-template.ru/vcard1/demo_new.html)
